work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,Senior,Full-time,Data Analyst,115765,USD,115765,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,72000,USD,72000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Machine Learning Scientist,230000,USD,230000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,93300,USD,93300,Egypt,In-person,Egypt,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,116600,USD,116600,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,107730,USD,107730,Canada,In-person,Canada,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,120000,USD,120000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,226600,USD,226600,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,258384,USD,258384,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,BI Developer,110000,USD,110000,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Data Scientist,170000,USD,170000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Analytics Engineer,127000,USD,127000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,162000,USD,162000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,AI Engineer,212000,USD,212000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Research Analyst,111550,USD,111550,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,150000,USD,150000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,190000,USD,190000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,147000,USD,147000,United States,In-person,United States,M,Data Engineering
2023,Executive,Full-time,Director of Data Science,375500,USD,375500,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,228000,USD,228000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,126800,USD,126800,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,266875,USD,266875,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Applied Scientist,179000,USD,179000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,253000,USD,253000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,176000,USD,176000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,209943,USD,209943,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Engineer,70000,EUR,73546,Spain,In-person,Spain,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,184000,USD,184000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Visualization Specialist,158000,USD,158000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Engineer,108308,USD,108308,United Kingdom,Remote,United Kingdom,M,Data Engineering
2023,Senior,Full-time,Data Analyst,206500,USD,206500,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Machine Learning Engineer,102900,USD,102900,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2022,Mid-level,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,68088,USD,68088,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Architect,115000,USD,115000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Engineer,133300,USD,133300,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,204500,USD,204500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,95000,USD,95000,United States,Remote,United States,M,Data Engineering
2022,Senior,Full-time,Data Scientist,198200,USD,198200,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,260000,USD,260000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Analytics Engineer,145000,USD,145000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Analytics Engineer,183500,USD,183500,United States,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Engineer,210000,USD,210000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,111600,USD,111600,United States,In-person,United States,L,Data Science and Research
2020,Entry-level,Part-time,Data Scientist,19000,EUR,21669,Italy,Hybrid,Italy,S,Data Science and Research
2022,Executive,Full-time,Data Engineer,216000,USD,216000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Science Manager,52100,USD,52100,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,105000,USD,105000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,225000,USD,225000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Insight Analyst,40000,USD,40000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,104000,USD,104000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Analyst,169000,USD,169000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,225500,USD,225500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Architect,204000,USD,204000,United States,Remote,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,Business Intelligence Developer,105000,USD,105000,United States,Remote,United States,M,BI and Visualization
2023,Senior,Full-time,Data Scientist,209450,USD,209450,United States,Remote,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Integration Specialist,100000,USD,100000,United States,Remote,United States,M,Data Management and Strategy
2021,Senior,Full-time,Data Scientist,135000,USD,135000,United States,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,115000,USD,115000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,103200,USD,103200,United States,In-person,United States,M,Data Engineering
2021,Mid-level,Full-time,Machine Learning Engineer,180000,PLN,46597,Poland,Remote,Poland,L,Machine Learning and AI
2023,Mid-level,Full-time,Machine Learning Engineer,100000,GBP,123040,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2023,Senior,Full-time,Data Strategist,91000,USD,91000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M,Data Analysis
2022,Senior,Full-time,Machine Learning Software Engineer,168000,USD,168000,Canada,Remote,Canada,M,Machine Learning and AI
2023,Senior,Full-time,Data Manager,169000,USD,169000,United States,In-person,United States,M,Leadership and Management
2023,Executive,Full-time,Business Intelligence Engineer,172200,USD,172200,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Science Manager,211000,USD,211000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,80850,USD,80850,United States,In-person,United States,M,Data Analysis
2022,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,132500,USD,132500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,267720,USD,267720,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,166000,USD,166000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,123700,USD,123700,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Data Engineer,125000,USD,125000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M,Data Analysis
2021,Senior,Full-time,Research Scientist,120500,CAD,96113,Canada,Hybrid,Canada,L,Data Science and Research
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,AI Engineer,151000,USD,151000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,267720,USD,267720,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Analytics Engineer,112000,USD,112000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,129300,USD,129300,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,121000,USD,121000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Research Scientist,240000,USD,240000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Business Intelligence Engineer,79600,USD,79600,United States,In-person,United States,L,BI and Visualization
2023,Mid-level,Full-time,Data Engineer,91000,USD,91000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,100000,USD,100000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,AI Engineer,239400,USD,239400,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Analyst,164000,USD,164000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Machine Learning Engineer,135000,USD,135000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,80000,USD,80000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,40000,GBP,50000,United Kingdom,In-person,United Kingdom,M,Data Engineering
2023,Senior,Full-time,Research Scientist,141288,USD,141288,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Analyst,35000,GBP,43064,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Senior,Full-time,Data Analyst,51962,USD,51962,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Scientist,147645,USD,147645,United States,In-person,United States,M,Data Science and Research
