job_title,company,job_location,job_level,job_type,job_skills
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Texas, United States",Mid senior,Onsite,"Healthcare Data Analysis, Data Visualization, SQL, Python, R, Statistical Methods, Epic Clarity Reporting, Revenue Cycle Modules, Project Management, Agile Development, User Observation, DataDriven Solutions, Informatics, Strategy Documents, Data Dictionaries, Communication Skills, Organizational Skills, Analytical Skills, Technical Abilities"
Medical Technologist/ MLT - Full Time Evenings *Sign On*,Mercy,"Ardmore, OK",Mid senior,Onsite,"Laboratory techniques, Medical staff communication, Mission and values adherence, Bachelor's degree, MLS/MT certification, Clinical laboratory experience, MT/MLS certification, ASCP certification"
"Senior Software Engineer, Machine Learning, Android",Google,"Mountain View, CA",Mid senior,Onsite,"Software Development, Data Structures, Algorithms, Software Testing, Software Maintenance, Software Design, Software Architecture, ML/AI Algorithms, Deep Learning, Natural Language Processing, Information Retrieval, Distributed Computing, LargeScale System Design, Networking, Data Storage, Security, UI Design, Mobile, Project Management, Deadlines, Deliverables, Coding, Participating in Design Reviews, Review Code, Contributing to Documentations, Triaging, Debugging, Tracking, Resolving Issues, Analysis, Efficiency"
"Cover Manager in Bromley, UK",Energy Jobline,"Bromley, England, United Kingdom",Mid senior,Onsite,"Cover Manager, IT systems, Microsoft Office, Database, Proficiency in IT"
Lab - Medical Laboratory Scientist/ MLS,Cross Country Allied,"Siloam Springs, AR",Mid senior,Onsite,"Medical Technologist, ASCP AMT HEW AAB Certification, BLS Certification (AHA), Current state license, Bodily fluids analysis, Disease and abnormalities detection, Blood and urine samples collection, Sample analysis, Equipment maintenance, Patient data handling, Sterile conditions maintenance, Disease prevention, Patient and provider assistance"
Senior Data Analytics Professional with Denodo Expertise,ClickJobs.io,"Calgary, Alberta, Canada",Mid senior,Onsite,"Denodo, Data Migration, Microsoft Azure, Databricks, SQL, Data Analytics, Data Virtualization, Data Warehousing, Data Modeling, Distributed Computing, Data Quality, Data Integrity, Data Collection, Data Management, Data Visualization, Power BI, Tableau, Power Apps, Power Automate, Python, R"
Data Engineer,Steneral Consulting,"Cincinnati, OH",Mid senior,Onsite,"Data Engineering, Mortgage Banking, Scalable Data Management Systems, Data Analysis, DecisionMaking, HighPerformance Algorithms, Prototypes, Predictive Models, Proof of Concepts, Software Engineering, Data Integration, Data Tools, Analytics, Compliance, AWS Cloud Services, EC2, RDS, MSK, Lambda, ObjectOriented Programming, Analytical Skills, Data Pipeline Management, Workflow Management Tools, dbt, Apache Kafka, Financial Principles, Mortgage Banking Principles, Organizational Skills, Interpersonal Skills, JAVA 8/11, Jenkins, GitHub, SQL, Embedded Tomcat, Spring boot, Swagger, Micro services, Cobol, LoanServ"
Volunteer: Help us share our success-Data Entry,Farm Discovery at Live Earth,"Watsonville, CA",Associate,Onsite,"Volunteer opportunity, Data entry, Contact information management, Demographic information management, Community involvement, Collaborate with community partners, Extend collective impact, Report writing, Grant writing, Any location"
Oracle Database Administrator,NYC Health + Hospitals,"New York, NY",Associate,Onsite,"Oracle, SQL Server, Snowflake, Informatica Power Center, Data Quality, Data Catalog, Axon, Change Data Capture, Data Integration, Database Replication, Data Backup, Data Recovery, Disaster Recovery, High Availability, UNIX, AIX, LINUX, OLTP, DSS, Computer Science, Systems Engineering, Mathematics, Business Administration, Economics/Statistics, Telecommunications, Data Communications, Programming Languages, E.D.P. Applications, Systems Analysis, Data Management, Data Retrieval, Analytical Skills, Facilitation Skills, Meeting Management Skills, Communication Skills, Standard Operating Procedures, Interpersonal Skills, Influencing Skills, Team Player, Strategic Thinking, Detail Oriented, Common Standards Enforcement"
Data Center Technician 4 with Lab Experience,Kforce Inc,"Santa Clara, CA",Associate,Onsite,"SAP SD Pricing/Billing, SAP centric solutions, SAP Sales and Logistics support, Business process analysis and design, Solution architecture, Stakeholder relationship management, Business requirements gathering and documentation, Test plan development and execution, Linux commands, Linux OS installation, Network troubleshooting, Cabling, Lab support experience, Hardware prototype support/debug, Liquid cooling experience, Attention to detail, Independent thinking, Problemsolving, Data center experience, Power Space Cooling Equipment, Server hardware debugging, Server/desktop build, Data Center rack and stack, Break fix on system, System parts knowledge, Troubleshooting, Soldering, Fixing, Testing DC components, Inventory experience"
Data Engineer (Sr.-TS/SCI-On Site) with Security Clearance,ClearanceJobs,"Alexandria, VA",Mid senior,Onsite,"Big Data, Data Pipeline, ETL, SQL, Python, Java, AWS, EC2, S3, RDS, Agile, Spark, Hadoop, HBase, Kafka, NoSQL, Data Mining, Machine Learning, Data Visualization, Data Warehousing, Data Governance"
Senior Database Engineer,Leidos,"Laurel, MD",Mid senior,Onsite,"Database Administration, SQL, Microsoft SQL Server, MS SQL Server Management Studio, Database Schema Development, View Design, Bachelor's Degree, 1215 years of experience, TS/SCI with polygraph clearance, Security+ (CE) certification, IBM CASA Lotus Notes/Domino (LND), Microsoft Certified Solutions Expert  Database (MCSEDB), Microsoft Certified IT Professional  MS SQL Server (Database Developer 2008)"
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,Buffalo-Niagara Falls Area,Mid senior,Onsite,"Python, AWS, Airflow, Snowflake, Hadoop, Spark, Postgres, Angular JS, NoSQL, Scala, Data pipeline frameworks, Data APIs, Data delivery services, Analytical models, Production environments, Agile engineering practices, UNIX/Linux, Shell scripting, SQL, Java, MapReduce, Hive, EMR, Kafka, Gurobi, MySQL, Realtime data, Streaming applications, Mongo, Cassandra, Redshift, UNIX/Linux, Agile engineering practices, Scalable solutions, Continuous integration, Shipping code, Data warehousing, Data driven solutions, Problem solving, Multitier systems, Multiplatform systems, People management, Team leadership, Mentoring, Collaboration"
Senior Data Analyst,Guidehouse,"McLean, VA",Mid senior,Onsite,"Defense and Security, Data Analysis, Data Visualization, Data Governance, Data Quality Assurance, Reporting, Data Science, Data Analytics, Power BI, R, SQL, Business Development, RFP/RFQ/RFI, Client Management, Consulting, Communication, Presentation, Problem Solving, Time Management, Project Management"
Laboratory Supervisor (Second/Evening Shift) Board Certified MT or MLT,OhioHealth,"Mansfield, OH",Mid senior,Onsite,"Clinical laboratory, Supervision, Health care, Patience care, Laboratory Technician, Administration, Leadership"
Data Analyst I,Energy Jobline,"Houston, TX",Mid senior,Onsite,"Data Analysis, Renewable Energy, Power BI, Grafana, Python, VBA, SQL, Data Mining, Data Consolidation, Data Storage, Predictive Analytics, Numerical Solver Methods, Business Process Analysis, Requirements Analysis, Metrics/KPIs, Ad Hoc Reporting, Process Improvement, Documentation Creation, Excel"
Data Designer,Accroid Inc,"Columbus, OH",Mid senior,Onsite,"Data Designer, Agile, Data Modeling, SQL, Data Analysis, Communication, Teamwork, Problem Solving, Experience in Data Design"
Geospatial Database Specialist,Falcon IT & Staffing Solutions,"Aurora, CO",Mid senior,Onsite,"Geospatial Database, TS/SCI with CI Poly, BS in Engineering or Computer Science, DOD 8140 (8570) IAM or IAT Level II Certification, PostgreSQL, SQL, Relational Database Development, AWS Database Services, Atlassian Suite (JIRA Confluence), ESRI Database Tools, Cloud Technologies, AWS Certified Database Specialty, ICITE or DCGSA Cloud Concepts, Agile Software Development, Database Architecture, Database Management, Database Maintenance, Backup/Recovery, Database Security, Database Support, Performance Monitoring, Log Analysis, Troubleshooting, Patch Management, Security Patch Management"
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Colorado Springs, CO",Mid senior,Onsite,"Data Engineering, Data Science, Python, Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, PySpark, SQL, TDD, Pair Programming, Continuous Integration, Automated Testing, Kafka, Storm, SparkStreaming, Dimensional Data Modeling, Schema Design, Data Warehouses, ETL, Legal Compliance, Data Management Tools, Data Classification, Data Retention"
Senior Data Links/Network Engineer,Odyssey Systems,"Hurlburt Field, FL",Mid senior,Onsite,"Data Links/Network Engineering, Engineering, DoD Directive 5000.1, DoD Directive 5000.2R, MILSTDs 6016, MILSTDs 6017, JSeries, KSeries, VMF, AFMC, AFLCMC, HQ AFMC, ISR/SOF, DoDD, DoD, DoD Architecture Framework, Government laboratories, IBM Rational System Architect (RSA), PWSs, CDRLs, RFPs, DOORS, Secret Clearance, Avionics, Test, Embedded computer systems"
"Staff Data Scientist, Financial Strategy",Stripe,"Seattle, WA",Mid senior,Onsite,"Data Science, Quantitative Field, Technical Leadership, Interdisciplinary Collaboration, Execution and Velocity, Research and Statistical Depth, Scalable Design, Mentorship and Development, Forecasting Systems, Marketplace Dynamics, Experimental Design and Analysis, Stakeholder Alignment, Metric Frameworks, Hybrid Work, Pay and Benefits"
"Sales Representative, CoStar Data & Analytics - Denver, CO",CoStar Group,"Denver, CO",Mid senior,Onsite,"Sales, Prospecting, Client Engagement, Account Management, Relationship Building, Entrepreneurial Approach, Product Knowledge, Sales Cycle Management, Demoing, Closing, Onboarding, Training, Renewal, Client Presentations, Insight Generation, Networking, Event Hosting, Attention to Detail, Communication Skills, Customer Service Orientation, Problem Solving, Adaptability, Time Management, Leadership, Team Collaboration, Data Analysis, Market Trends, Commercial Real Estate, Sales Targets, Quotas, Consultative Selling, Training and Development, Driver's License, MVR Check, Safe Driving History, Motor Vehicle Access, Passion, Hard Work, Ambition, Creativity, Fast Learning, Curiosity, Listening Skills, Clear Communication, Concise Communication, Customer Focus, Ownership, Problem Solving, Energy, Dynamism, Innovation, Outstanding Products, Customer Renewal, Growth, Training, Career Opportunities, High Compensation, Uncapped Commissions, Annual Presidents Club Trip, Stock Purchase Plan, WorkLife Balance, Team Collaboration, Equal Employment Opportunity, DrugFree Workplace, Substance Abuse Testing"
Senior MS Azure Data Engineer,Spanco Solutions,"New York, NY",Mid senior,Onsite,"Azure SQL, Azure Cloud Environments, Blob Storage, Queue Storage, Table Storage, Files, PowerShell, Spark, Scala, Lambda, Python, Python/R, USQL, Azure Data Lake Store(ADLS), Integration Run Time(IR), Azure Data Factory(ADF), File System Data Ingestion, Relational Data Ingestion, Data Lake, Data Factory, Azure native programming, Custom programming, SQL Server Integration Services (SSIS), OLTP, Data warehouse systems, Hadoop, MongoDB, NoSQL platforms, SQL Server environments, Microsoft .NET framework, C#, Service Oriented Architecture (SOA), Web services, Agile/Scrum, K12 data warehousing, Analytics, Bachelor's degree, Computer Science, Communication skills, Teamwork, Collaboration, Bias for action, Optimal database solutions, Application requirements, Business requirements, SQL Server jobs, SSIS packages, BIDS, Performance, Security, Availability, Agile/SCRUM model"
