link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/lisa-murkowski-health-insurance-mandate_us_5a14e2c4e4b03dec8248f563,Lisa Murkowski Says She's OK With Killing The Health Insurance Mandate,POLITICS,Projections suggest millions will lose coverage; the Alaska senator says she simply wants to allow choice.,Jonathan Cohn,2017-11-22
https://www.huffingtonpost.com/entry/quentin-tarantino-death-supercut_n_5690925.html,Watch Every Quentin Tarantino Movie Death In 4 Minutes,ENTERTAINMENT,,Matthew Jacobs,2014-08-19
https://www.huffingtonpost.com/entry/dublin-ireland-abortion-vote-international-womens-day_us_5a9c471ae4b0479c02539bcf,Dublin Divided: Tensions Swell In Irish Capital Ahead Of Historic Abortion Referendum,WORLD NEWS,"""People are fired up for this ― they feel like it’s their last shot.""",Jesselyn Cook,2018-03-11
https://www.huffingtonpost.com/entry/bircher-muesli-with-seasonal-fruits_us_5b9c4f61e4b03a1dcc7db590,Bircher Muesli With Seasonal Fruits,FOOD & DRINK,"This is a perfect ""pick-me up"" breakfast. Have fun making this version or feel free to experiment with any fruits, nuts, or juices combination of your own choice.","Angie Tee, Contributor
Seasaltwithfood",2012-09-19
https://www.huffingtonpost.com/entry/bernie-sanders-black-voters_us_55d9c44ae4b08cd3359c5a0e,Bernie Sanders Reaches Out To Black Voters In South Carolina,POLITICS,"""We are going to end institutional racism and we are going to transform and make changes in the criminal justice system that isn't working.""",,2015-08-23
https://www.huffingtonpost.com/entry/kazuki-yamamoto-3d-coffee-art_us_5b9d2fdae4b03a1dcc8555a6,Kazuki Yamamoto's 3D Coffee Art Is Intricate And Beautiful (PHOTOS),FOOD & DRINK,Coffee art goes 3D.,,2013-05-23
https://www.huffingtonpost.com/entry/peter-king-ted-cruz-cyanide_us_5716e1bbe4b0018f9cbb9457,Rep. Peter King: 'I'll Take Cyanide' If Ted Cruz Wins Republican Presidential Nomination,POLITICS,The Long Island congressman voted for John Kasich in Tuesday's GOP primary.,Ed Mazza,2016-04-20
https://www.huffingtonpost.com/entry/dadmissions-a-note-to-my-5-year-old-on-her-first-day-of-kindergarten_us_5b9d752de4b03a1dcc883b30,Dadmissions: A Note to My 5-Year-Old on Her First Day of Kindergarten,PARENTING,"My 5-year-old started kindergarten today, so I made a list of little wishes: May your recess be long. May your lunch line be short. May your pizza be a rectangle. May your snack be square (cheez-its).","Pete Wilgoren, Contributor
Contributor",2013-08-23
https://www.huffingtonpost.com/entry/wally-lamb-new-book-apple-store_us_5665ece5e4b08e945ff06adf,"If You Want To Read This Book, You'll Have To Buy An iPad",ARTS & CULTURE,Is this the future of book reading?,Claire Fallon,2015-12-08
https://www.huffingtonpost.com/entry/trumphair_us_578d012ee4b0a0ae97c2c8ca,#TrumpHair Is The Hilarious Hashtag Our Country Deserves,STYLE,It's everywhere you look.,James Cave,2016-07-18
https://www.huffingtonpost.com/entry/mindful-children-parenting-carla-naumburg_us_5b9d812ee4b03a1dcc88ddb1,How We Can Teach Our Children Mindfulness,PARENTING,"4. Older children will likely be able to do breathing meditations without too much help, but younger kids might need something",,2013-09-12
https://www.huffingtonpost.com/entry/women-retirement_b_6296860.html,The 4 Keys To A Successful Retirement Every Older Woman Should Know,FIFTY,"Due to the upsurge in numbers of working women that began in the 1970s, waves of women are now experiencing their own retirement directly, rather than indirectly through their husbands.","Jane Giddan and Ellen Cole, ContributorThose 70Candles women!",2014-12-19
https://www.huffingtonpost.com/entry/melinda-gates-anti-vaccine_n_6519464.html,Melinda Gates Speaks Out Against The Anti-Vaccine Movement,HEALTHY LIVING,,Rahel Gebreyes,2015-01-22
https://www.huffingtonpost.com/entry/bernie-sanders-jews-new-hampshire_us_56b3ca98e4b01d80b245adc1,"Bernie Sanders Made Jewish History, Yet No One Seems To Be Kvelling",POLITICS,"New Hampshire's Jews -- yes, they exist -- aren't even talking about it.",Sam Stein,2016-02-05
https://www.huffingtonpost.com/entry/tax-reform-have-americans-finally-wised-up_us_5a0ef564e4b0e6450602ea09,Tax ‘Reform’: Have Americans Finally Wised Up?,POLITICS,"This post first appeared at BillMoyers.com. OK, you know the scenario by now. Congressional Republicans propose — surprise","Neal Gabler, ContributorAuthor and Contributor, BillMoyers.com",2017-11-17
https://www.huffingtonpost.com/entry/lonnie-bissonnette_n_5679362.html,BASE Jumper Won't Let Paralysis Stop Him,WEIRD NEWS,,David Moye,2014-08-16
https://www.huffingtonpost.com/entry/beauty-street-style-julia-panek_us_5b9c4c62e4b03a1dcc7da4cf,"Beauty Street Style: Julia Panek, Graphic Designer, Channels 'Mad Men' With Drugstore Beauty Products (PHOTO)",STYLE & BEAUTY,"We've long been a fan of Joan Holloway, Christina Hendricks' sixties-era beauty on ""Mad Men,"" so when we spotted Julia, a",Simone Kitchens,2012-09-20
https://www.huffingtonpost.com/entry/how-to-decide-where-to-sp_us_5b9c939de4b03a1dcc7ff776,How to Decide Where to Spend the Holidays,WEDDINGS,"Sometimes, both sets of families become very emotionally attached to 'getting you' for your first married Christmas, Hanukkah, Kwanzaa, or Thanksgiving. If distance is a factor, someone's family has to 'win.'","Bridal Guide, Contributor
Bridal Guide has all the How-To-for-I-Do you can handle! Wheth...",2012-12-07
https://www.huffingtonpost.com/entry/cam-newton-apologizes-for-degrading-insult-to-female-reporter_us_59d78f89e4b0f6eed34fd1b0,Cam Newton Apologizes For 'Degrading' Insult To Female Reporter,BLACK VOICES,"""My word choice was ... disrespectful to women,"" the quarterback said.",,2017-10-06
https://www.huffpost.com/entry/stocks-fall-ukraine-war_n_621eb3cae4b025227d6424b4,"Stocks Fall, Oil Tops $100 A Barrel As Ukraine War Rages",U.S. NEWS,Stocks fell as soaring oil prices raised more concerns about how Russia’s escalating war on Ukraine may impact the global economy.,"DAMIAN J. TROISE and ALEX VEIGA, AP",2022-03-02
https://www.huffingtonpost.com/entry/lays-cheesy-garlic-bread-wins_us_5b9d22e4e4b03a1dcc84c7cb,Lay's Cheesy Garlic Bread Potato Chips Wins 'Do Us A Flavor' Contest,FOOD & DRINK,"Great flavor idea, but not the best execution.",,2013-05-07
https://www.huffpost.com/entry/cpac-mitt-romney-trump-witnesses-impeachment_n_5e34eb99c5b6f262332979a6,Twitter Critics Mock CPAC For 'Formally Not Inviting' Mitt Romney After Witness Vote,POLITICS,One suggests the Conservative Political Action Conference might want to fill his imagined empty seat with a white supremacist.,Mary Papenfuss,2020-02-01
https://www.huffingtonpost.com/entry/breaking-the-cycle-of-sca_b_7238100.html,Breaking The Cycle Of Scarcity Through The Eyes Of Gratitude,HEALTHY LIVING,"Rather than live in a cycle of hopelessness and scarcity, I believe anyone can live each day in abundance. Just power-up your appreciation for what you do have and who you truly are, and break free.","Juliana Park, ContributorAuthor, 'The Abundance Loop'",2015-05-09
https://www.huffingtonpost.com/entry/oscar-flooding-toilet_us_5b9cdac2e4b03a1dcc8271f3,"Oscars Ceremony Flooding Blamed On Overflowing Toilet, Proving Stars Really Are Like Us (PHOTO)",HOME & LIVING,Stars really are like us!,Michelle Manetti,2013-02-25
https://www.huffingtonpost.com/entry/sandra-gibbons-asthma_us_5b9db5d8e4b03a1dcc8bcfe9,Mom Fights For New Asthma Legislation After Son's Death,PARENTING,"""So as he was going to the office to get his inhaler, he kind of was having a hard time and had to be carried into the office",Rebecca Klein,2013-12-10
https://www.huffingtonpost.com/entry/want-to-become-a-travel-hacker-read-this-first_us_58384fede4b050dfe6187b59,Want to Become a Travel 'Hacker'? Read This First.,TRAVEL,"Philip Pragados thought he'd discovered a perfect travel hack: sharing his TSA PreCheck number, also called a ""Known Traveler","Christopher Elliott, ContributorAuthor, How to Be the World's Smartest Traveler (and Save Time...",2016-11-25
https://www.huffingtonpost.com/entry/unusual-bridal-wear_us_5b9da3c8e4b03a1dcc8a95d5,The Most Unexpected New Looks For Brides,WEDDINGS,"From: Theia on Lover.ly While these styles aren't for everyone, we're thrilled to see more designers offering something all",,2013-11-06
https://www.huffingtonpost.com/entry/chip-health-insurance-deadline_us_59d0f456e4b09538b508ca23,Health Insurance For 9 Million Kids On The Line As Congress Fails To Meet Deadline,POLITICS,Lawmakers are playing with fire.,Igor Bobic,2017-10-01
https://www.huffingtonpost.com/entry/red-flags-relationships_us_5b9d0634e4b03a1dcc83d445,Red Flags In A Relationship: 10 Behaviors To Watch Out For,DIVORCE,More Stories On YourTango: 30 Things Guaranteed To Start An Argument With Your Spouse 5. He forbids you from contact with,,2013-04-15
https://www.huffingtonpost.com/entry/the-best-late-night-clips_us_5bacfe56e4b04234e8556fa5,The Best Late Night Clips of the Week (VIDEO/PHOTOS),COMEDY,"This was the week that Rick Santorum sort-of endorsed Mitt Romney, Newt Gingrich almost dropped out of the presidential race","Matt Wilstein, Contributor
Editor, Gotcha Media Blog",2012-04-28
https://www.huffingtonpost.com/entry/the-day-my-daughter-fell_us_5b9dd150e4b03a1dcc8d3f4b,The Day My Daughter Fell,PARENTING,"On a Wednesday in late May, I brought my 11-month-old Mabel back inside from a walk. I had just received my wife's text message that she was on the Metro and I was in a hurry to get the baby dinner before we left to pick her up. As I was holding the frozen fish under the faucet, I heard a loud crash.","Dustin Fisher, Contributor
Amateur stand up comedian, blogger, and stay-at-home dad",2014-01-30
https://www.huffingtonpost.com/entry/ludacris-baby-girl_n_7519234.html,Ludacris And Wife Eudoxie Welcome First Child,ENTERTAINMENT,,Bill Bradley,2015-06-05
https://www.huffingtonpost.com/entry/baked-macaroni-cheese-in-a-pumpkin_us_5b9db47ee4b03a1dcc8bb7df,The Christmas Dish: Baked Macaroni And Cheese In A Pumpkin,FOOD & DRINK,Imagine the looks on your family's faces when you walk out of the kitchen carrying a whole steaming pumpkin.,"Stephanie Stiavetti, Contributor
Steph @ Fearless🔥Fresh: Badass cooking teacher & cookbook auth...",2013-12-16
https://www.huffingtonpost.com/entry/steve-nash-retirement-nba-career_n_6803126.html,Steve Nash All But Officially Admits NBA Career Is Over,SPORTS,"Goodbye, Steve.",Maxwell Strachan,2015-03-04
https://www.huffingtonpost.com/entry/sons_n_5643964.html,See The 'Sons Of Anarchy' Final Season Poster That Will Haunt You,ENTERTAINMENT,,,2014-08-02
https://www.huffingtonpost.com/entry/monsanto-roundup-and-junk-science_b_7473736.html,"Monsanto, RoundUp and Junk Science",SCIENCE,"Last weekend demonstrators joined a March Against Monsanto in some 428 cities in 38 countries, including more than 240 cities in the U.S. alone. What exactly has so many people riled up? Monsanto, of course.","Michael Hansen, Ph.D, ContributorSenior Scientist with Consumers Union",2015-05-30
https://www.huffingtonpost.com/entry/slowing-down_us_5b9c8357e4b03a1dcc7f57c5,Slow Down!,WELLNESS,"Not only is slowing down restful, restorative, and recharging. It is vital. And it feels really good to boot. Slow downs also prep you for the high-tempo, crazy-fast, fluorescent and pumping number that is surely cued up as the very next song in your life.","Maggie Lyon, Contributor
Writer on wellness and spirituality, founder of Lyon Lifestyle",2012-11-14
https://www.huffingtonpost.comhttp://www.nytimes.com/politics/first-draft/2016/01/20/bob-dole-warns-of-cataclysmic-losses-with-ted-cruz-and-says-donald-trump-would-do-better/?_r=0,Bob Dole Warns of 'Cataclysmic' Losses With Ted Cruz,POLITICS,"Bob Dole, the former Kansas senator and 1996 Republican presidential nominee, has never been fond of Senator Ted Cruz of",,2016-01-21
https://www.huffingtonpost.com/entry/design-inspiration-francis-ford-coppola-hotel-in-wall-street-journal-magazine_us_5b9b42a4e4b03a1dcc760c20,Design Inspiration: Francis Ford Coppola Bernalda Hotel In Wall Street Journal Magazine,HOME & LIVING,"Allow us to dream a little this weekend. Ever since we flipped through the latest issue of Wall Street Journal Magazine, which",Dickson Wong,2012-01-28
https://www.huffingtonpost.com/entry/competitive-eating-training-video_n_5493143.html,WATCH: How Do You Train For A Competitive Eating Contest?,WEIRD NEWS,,Andy Campbell,2014-06-14
https://www.huffingtonpost.com/entry/scotland-independence-_n_5789492.html,Why You Should Care About Scotland's Independence Vote,WORLDPOST,,,2014-09-09
https://www.huffingtonpost.com/entry/big-winners-and-losers-in-the-house-and-senate-republican-budgets_b_7045108.html,Big Winners and Big Losers in the House and Senate Republican Budgets,POLITICS,"In the House and Senate budget proposals for fiscal year 2016, passed with only Republican votes at the end of March, there are big winners and big losers. The big winners are defense spending and contractors and very wealthy people and powerful special interests. The big losers are children, our poorest group in America, and struggling low- and middle-income families.","Marian Wright Edelman, ContributorPresident, Children's Defense Fund",2015-04-11
https://www.huffingtonpost.com/entry/selena-gomez-13-reasons-why-instagram-post_us_58de6fd3e4b08194e3b952a6,Selena Gomez 'Couldn't Be More Overwhelmed' After '13 Reasons Why' Premiere,ENTERTAINMENT,"""We were lucky to have brought it to life.""",Abigail Williams,2017-03-31
https://www.huffingtonpost.com/entry/cardinal-raymond-burke-divorce_n_5915882.html,Cardinal: Catholic Church Will Not Budge On Divorce,RELIGION,,,2014-10-04
https://www.huffingtonpost.com/entry/john-kasich-dark-money-attack_us_56a804ffe4b0f717992849f3,Mystery Dark Money Group Attacks John Kasich In New Hampshire,POLITICS,"American Future Fund, linked to the Koch brothers in the past, doesn't disclose donors, so its motives are unclear.",Laura Barrón-López and Paul Blumenthal,2016-01-27
https://www.huffingtonpost.com/entry/wtf-evolution-my-favorite_b_6006728.html,WTF Evolution?: My Favorite Tumblr Is a Book Now,SCIENCE,"Truth be told, I don't spend a whole lot of time on Tumblr, but there are a few masterpieces that are worth keeping an eye on. One of my favorites is Mara Grunbaum's WTF Evolution?, which takes a regular look at some of evolution's strangest and most perplexing creations. Now, in plenty of time for Xmas, Gunbaum's evolutionary freak show is a book.","Justin Beach, ContributorWriter",2014-10-21
https://www.huffingtonpost.com/entry/ben-carson-campaign_us_567b1714e4b0b958f6593586,Ben Carson Is Eyeing A Major Campaign Shake-Up,POLITICS,Just kidding. He's now saying he's keeping his team in place.,"Julie Bykowicz and Bill Barrow, AP",2015-12-23
